"Date","Apple","Google","MSFT","Increase"
"2010-06-17",271.869987,500.079992,26.370001,TRUE
"2010-06-18",274.070011,500.030024,26.440001,TRUE
"2010-06-21",270.170002,488.559999,25.950001,FALSE
"2010-06-22",273.850006,486.249994,25.77,TRUE
"2010-06-23",270.969994,482.050005,25.309999,FALSE
"2010-06-24",268.999989,475.100023,25,FALSE
"2010-06-25",266.699989,472.680021,24.530001,FALSE
"2010-06-28",268.299999,472.080005,24.309999,TRUE
"2010-06-29",256.170002,454.260013,23.309999,FALSE
"2010-06-30",251.530003,444.949996,23.01,FALSE
"2010-07-01",248.48,439.490007,23.16,FALSE
"2010-07-02",246.939991,436.549988,23.27,FALSE
"2010-07-06",248.62999,436.069999,23.82,TRUE
"2010-07-07",258.670006,450.20002,24.299999,TRUE
"2010-07-08",258.089993,456.560018,24.41,FALSE
"2010-07-09",259.619987,467.489995,24.27,TRUE
"2010-07-12",257.290001,475.830005,24.83,FALSE
"2010-07-13",251.799995,489.199983,25.129999,FALSE
"2010-07-14",252.730003,491.340023,25.440001,TRUE
"2010-07-15",251.450001,494.020018,25.51,FALSE
"2010-07-16",249.900005,459.610004,24.889999,FALSE
"2010-07-19",245.580013,466.179996,25.23,FALSE
"2010-07-20",251.890011,481.590017,25.48,TRUE
"2010-07-21",254.239998,477.499994,25.120001,TRUE
"2010-07-22",259.02,484.809999,25.84,TRUE
"2010-07-23",259.939995,490.060023,25.809999,TRUE
"2010-07-26",259.280006,488.970019,26.1,FALSE
"2010-07-27",264.080009,492.629991,26.16,TRUE
"2010-07-28",260.959991,484.35001,25.950001,FALSE
"2010-07-29",258.109993,484.990025,26.030001,FALSE
"2010-07-30",257.25,484.849998,25.809999,FALSE
"2010-08-02",261.849998,490.410015,26.33,TRUE
"2010-08-03",261.93,489.829999,26.16,TRUE
"2010-08-04",262.980011,506.319992,25.73,TRUE
"2010-08-05",261.700008,508.10001,25.370001,FALSE
"2010-08-06",260.090012,500.220019,25.549999,FALSE
"2010-08-09",261.749996,505.350016,25.610001,TRUE
"2010-08-10",259.409996,503.710026,25.07,FALSE
"2010-08-11",250.189999,491.740013,24.860001,FALSE
"2010-08-12",251.790009,492.010006,24.49,TRUE
"2010-08-13",249.099987,486.350022,24.4,FALSE
"2010-08-16",247.640007,485.59001,24.5,FALSE
"2010-08-17",251.970013,490.520012,24.709999,TRUE
"2010-08-18",253.070011,482.150003,24.82,TRUE
"2010-08-19",249.880005,467.970014,24.440001,FALSE
"2010-08-20",249.639999,462.020006,24.23,FALSE
"2010-08-23",245.799992,464.070017,24.280001,FALSE
"2010-08-24",239.930004,451.389991,24.040001,FALSE
"2010-08-25",242.889992,454.620004,24.1,TRUE
"2010-08-26",240.279999,450.980001,23.82,FALSE
"2010-08-27",241.620003,458.829993,23.93,TRUE
"2010-08-30",242.499996,452.68999,23.639999,TRUE
"2010-08-31",243.10001,450.020025,23.469999,TRUE
"2010-09-01",250.330002,460.330017,23.9,TRUE
"2010-09-02",252.169991,463.180009,23.940001,TRUE
"2010-09-03",258.770008,470.300018,24.290001,TRUE
"2010-09-07",257.810013,464.400009,23.959999,FALSE
"2010-09-08",262.92001,470.580011,23.93,TRUE
"2010-09-09",263.07,476.179996,24.01,TRUE
"2010-09-10",263.410007,476.139997,23.85,TRUE
"2010-09-13",267.039997,482.27,25.110001,TRUE
"2010-09-14",268.059994,480.430014,25.030001,TRUE
"2010-09-15",270.21999,480.640009,25.120001,TRUE
"2010-09-16",276.569988,481.059999,25.33,TRUE
"2010-09-17",275.369987,490.149991,25.219999,FALSE
"2010-09-20",283.230007,508.280006,25.43,TRUE
"2010-09-21",283.769993,513.460032,25.15,TRUE
"2010-09-22",287.750004,516.000031,24.610001,TRUE
"2010-09-23",288.919991,513.480031,24.43,TRUE
"2010-09-24",292.319988,527.289999,24.780001,TRUE
"2010-09-27",291.159988,530.409984,24.73,FALSE
"2010-09-28",286.859997,527.170002,24.68,FALSE
"2010-09-29",287.369995,527.689989,24.5,TRUE
"2010-09-30",283.749992,525.790036,24.49,FALSE
"2010-10-01",282.520004,525.619979,24.379999,FALSE
"2010-10-04",278.639996,522.349998,23.91,FALSE
"2010-10-05",288.939991,538.229976,24.35,TRUE
"2010-10-06",289.19001,534.35001,24.43,TRUE
"2010-10-07",289.219997,530.009994,24.530001,TRUE
"2010-10-08",294.069988,536.350022,24.57,TRUE
"2010-10-11",295.360004,538.840022,24.59,TRUE
"2010-10-12",298.539997,541.390021,24.83,TRUE
"2010-10-13",300.140007,543.299974,25.34,TRUE
"2010-10-14",302.30999,540.930032,25.23,TRUE
"2010-10-15",314.739994,601.450019,25.540001,TRUE
"2010-10-18",317.999989,617.709988,25.82,TRUE
"2010-10-19",309.489994,607.829985,25.1,FALSE
"2010-10-20",310.529991,607.979981,25.309999,TRUE
"2010-10-21",309.520008,611.990005,25.42,FALSE
"2010-10-22",307.470001,612.529992,25.379999,FALSE
"2010-10-25",308.839993,616.500017,25.190001,TRUE
"2010-10-26",308.049988,618.600027,25.9,FALSE
"2010-10-27",307.830009,616.470018,26.049999,FALSE
"2010-10-28",305.23999,618.580028,26.280001,FALSE
"2010-10-29",300.98,613.700025,26.67,FALSE
"2010-11-01",304.179993,614.999993,26.950001,TRUE
"2010-11-02",309.360004,615.600039,27.389999,TRUE
"2010-11-03",312.800003,620.179988,27.030001,TRUE
"2010-11-04",318.270008,624.270011,27.139999,TRUE
"2010-11-05",317.130009,625.079991,26.85,FALSE
"2010-11-08",318.620003,626.770011,26.809999,TRUE
"2010-11-09",316.079998,624.819997,26.950001,FALSE
"2010-11-10",318.030003,622.879984,26.940001,TRUE
"2010-11-11",316.649998,617.19,26.68,FALSE
"2010-11-12",308.029987,603.290035,26.27,FALSE
"2010-11-15",307.040005,595.469982,26.200001,FALSE
"2010-11-16",301.59,583.720024,25.809999,FALSE
"2010-11-17",300.499989,583.550029,25.57,FALSE
"2010-11-18",308.429996,596.560016,25.84,TRUE
"2010-11-19",306.730011,590.830034,25.690001,FALSE
"2010-11-22",313.359989,591.220024,25.73,TRUE
"2010-11-23",308.730003,583.010042,25.120001,FALSE
"2010-11-24",314.799995,594.969994,25.370001,TRUE
"2010-11-26",315,589.999993,25.25,TRUE
"2010-11-29",316.870003,582.110003,25.309999,TRUE
"2010-11-30",311.150005,555.709976,25.26,FALSE
"2010-12-01",316.400005,564.350009,26.040001,TRUE
"2010-12-02",318.150005,571.82001,26.889999,TRUE
"2010-12-03",317.440002,573.000042,27.02,FALSE
"2010-12-06",320.149998,578.360033,26.84,TRUE
"2010-12-07",318.210007,587.140002,26.870001,FALSE
"2010-12-08",321.009991,590.540041,27.23,TRUE
"2010-12-09",319.760002,591.500018,27.08,FALSE
"2010-12-10",320.559994,592.21,27.34,TRUE
"2010-12-13",321.670006,594.620002,27.25,TRUE
"2010-12-14",320.290001,594.909995,27.620001,FALSE
"2010-12-15",320.359989,590.300047,27.85,TRUE
"2010-12-16",321.249996,591.710012,27.99,TRUE
"2010-12-17",320.610008,590.800035,27.9,FALSE
"2010-12-20",322.209991,595.059992,27.809999,TRUE
"2010-12-21",324.199997,603.07004,28.07,TRUE
"2010-12-22",325.159992,605.490042,28.190001,TRUE
"2010-12-23",323.60001,604.230012,28.299999,FALSE
"2010-12-27",324.680008,602.379996,28.07,TRUE
"2010-12-28",325.470013,598.920019,28.01,TRUE
"2010-12-29",325.290009,601.00003,27.969999,FALSE
"2010-12-30",323.660011,598.860021,27.85,FALSE
"2010-12-31",322.560013,593.970018,27.91,FALSE
"2011-01-03",329.57,604.350009,27.98,TRUE
"2011-01-04",331.290012,602.120002,28.09,TRUE
"2011-01-05",334.000008,609.070016,28,TRUE
"2011-01-06",333.729988,613.50003,28.82,FALSE
"2011-01-07",336.120003,616.440019,28.6,TRUE
"2011-01-10",342.450001,614.210012,28.219999,TRUE
"2011-01-11",341.639996,616.010029,28.110001,FALSE
"2011-01-12",344.420006,616.870008,28.549999,TRUE
"2011-01-13",345.680008,616.690013,28.190001,TRUE
"2011-01-14",348.479992,624.180013,28.299999,TRUE
"2011-01-18",340.650013,639.630002,28.66,FALSE
"2011-01-19",338.840012,631.750011,28.469999,FALSE
"2011-01-20",332.680004,626.770011,28.35,FALSE
"2011-01-21",326.720001,611.830009,28.02,FALSE
"2011-01-24",337.449993,611.080028,28.379999,TRUE
"2011-01-25",341.39999,619.909995,28.450001,TRUE
"2011-01-26",343.850006,616.500017,28.780001,TRUE
"2011-01-27",343.209991,616.79001,28.870001,FALSE
"2011-01-28",336.100002,600.99003,27.75,FALSE
"2011-01-31",339.319996,600.359984,27.73,TRUE
"2011-02-01",345.030006,611.040029,27.99,TRUE
"2011-02-02",344.320004,612.000005,27.940001,FALSE
"2011-02-03",343.44001,610.149989,27.65,FALSE
"2011-02-04",346.5,610.98003,27.77,TRUE
"2011-02-07",351.87999,614.29001,28.200001,TRUE
"2011-02-08",355.200012,618.380032,28.280001,TRUE
"2011-02-09",358.16,616.500017,27.969999,TRUE
"2011-02-10",354.539997,616.440019,27.5,FALSE
"2011-02-11",356.85001,624.500005,27.25,TRUE
"2011-02-14",359.179996,628.150038,27.23,TRUE
"2011-02-15",359.900013,624.150014,26.959999,TRUE
"2011-02-16",363.129993,624.220012,27.02,TRUE
"2011-02-17",358.300003,625.259986,27.209999,FALSE
"2011-02-18",350.560013,630.079991,27.059999,FALSE
"2011-02-22",338.609993,610.209988,26.59,FALSE
"2011-02-23",342.619991,611.320022,26.59,TRUE
"2011-02-24",342.879997,608.820022,26.77,TRUE
"2011-02-25",348.160011,610.039992,26.549999,TRUE
"2011-02-28",353.210007,613.400032,26.58,TRUE
"2011-03-01",349.309998,600.760036,26.16,FALSE
"2011-03-02",352.119995,600.790035,26.08,TRUE
"2011-03-03",359.560005,609.560004,26.200001,TRUE
"2011-03-04",359.999989,600.619978,25.950001,TRUE
"2011-03-07",355.359989,591.660014,25.719999,FALSE
"2011-03-08",355.759998,592.309998,25.91,TRUE
"2011-03-09",352.46999,591.770011,25.889999,FALSE
"2011-03-10",346.669991,580.299986,25.41,FALSE
"2011-03-11",351.990005,576.710013,25.68,TRUE
"2011-03-14",353.560001,569.989994,25.690001,TRUE
"2011-03-15",345.429989,569.560004,25.389999,FALSE
"2011-03-16",330.01001,557.100003,24.790001,FALSE
"2011-03-17",334.639996,561.360021,24.780001,TRUE
"2011-03-18",330.669998,561.060029,24.799999,FALSE
"2011-03-21",339.299995,576.500018,25.33,TRUE
"2011-03-22",341.200012,577.319998,25.299999,TRUE
"2011-03-23",339.190006,582.160002,25.540001,FALSE
"2011-03-24",344.970005,586.890008,25.809999,TRUE
"2011-03-25",351.540009,579.74,25.620001,TRUE
"2011-03-28",350.44001,575.359985,25.41,FALSE
"2011-03-29",350.959995,581.730012,25.49,TRUE
"2011-03-30",348.630009,581.840009,25.610001,FALSE
"2011-03-31",348.510006,586.760011,25.389999,FALSE
"2011-04-01",344.560009,591.80001,25.48,FALSE
"2011-04-04",341.189999,587.679989,25.549999,FALSE
"2011-04-05",338.889999,569.090016,25.780001,FALSE
"2011-04-06",338.039993,574.180013,26.15,FALSE
"2011-04-07",338.079994,579.999993,26.200001,TRUE
"2011-04-08",335.060005,578.160038,26.07,FALSE
"2011-04-11",330.799988,577.369997,25.98,FALSE
"2011-04-12",332.399998,570.609979,25.639999,TRUE
"2011-04-13",336.12999,576.280023,25.629999,TRUE
"2011-04-14",332.419998,578.509969,25.42,FALSE
"2011-04-15",327.459991,530.700038,25.370001,FALSE
"2011-04-18",331.849998,526.84001,25.08,TRUE
"2011-04-19",337.859989,521.530018,25.15,TRUE
"2011-04-20",342.41,525.730037,25.76,TRUE
"2011-04-21",350.699989,525.099992,25.52,TRUE
"2011-04-25",353.010002,525.049993,25.610001,TRUE
"2011-04-26",350.42001,532.819986,26.190001,FALSE
"2011-04-27",350.14999,537.759987,26.379999,FALSE
"2011-04-28",346.749992,537.969982,26.709999,FALSE
"2011-04-29",350.12999,544.100016,25.92,TRUE
"2011-05-02",346.279995,538.560029,25.66,FALSE
"2011-05-03",348.200012,533.890021,25.809999,TRUE
"2011-05-04",349.570004,535.789975,26.059999,TRUE
"2011-05-05",346.749992,534.270012,25.790001,FALSE
"2011-05-06",346.660004,535.299987,25.870001,FALSE
"2011-05-09",347.599998,537.679989,25.83,TRUE
"2011-05-10",349.450001,542.65999,25.67,TRUE
"2011-05-11",347.230003,535.449983,25.360001,FALSE
"2011-05-12",346.569988,535.049993,25.32,FALSE
"2011-05-13",340.499996,529.550005,25.030001,FALSE
"2011-05-16",333.299992,518.420033,24.57,FALSE
"2011-05-17",336.140003,530.460044,24.52,TRUE
"2011-05-18",339.869995,529.809999,24.690001,TRUE
"2011-05-19",340.53001,531.250024,24.719999,TRUE
"2011-05-20",335.220009,524.030018,24.49,FALSE
"2011-05-23",334.39999,518.389972,24.17,FALSE
"2011-05-24",332.190006,518.260036,24.15,FALSE
"2011-05-25",336.779991,519.670002,24.190001,TRUE
"2011-05-26",335.000004,518.129979,24.67,FALSE
"2011-05-27",337.409992,520.900033,24.76,TRUE
"2011-05-31",347.82999,529.020018,25.01,TRUE
"2011-06-01",345.509991,525.599979,24.43,FALSE
"2011-06-02",346.099991,528.05998,24.219999,TRUE
"2011-06-03",343.44001,523.07998,23.91,FALSE
"2011-06-06",338.039993,521.060029,24.01,FALSE
"2011-06-07",332.039989,519.030018,24.059999,FALSE
"2011-06-08",332.239994,519.170014,23.940001,TRUE
"2011-06-09",331.48999,516.730013,23.959999,FALSE
"2011-06-10",325.900009,509.510006,23.709999,FALSE
"2011-06-13",326.599998,504.730001,24.040001,TRUE
"2011-06-14",332.439999,508.370003,24.219999,TRUE
"2011-06-15",326.749989,502.950014,23.74,FALSE
"2011-06-16",325.159992,500.370016,24,FALSE
"2011-06-17",320.259987,485.019994,24.26,FALSE
"2011-06-20",315.320007,484.580005,24.469999,FALSE
"2011-06-21",325.299995,493.000013,24.76,TRUE
"2011-06-22",322.610001,487.010006,24.65,FALSE
"2011-06-23",331.230011,480.22002,24.629999,TRUE
"2011-06-24",326.350006,474.879997,24.299999,FALSE
"2011-06-27",332.039989,482.800018,25.200001,TRUE
"2011-06-28",335.26001,493.649997,25.799999,TRUE
"2011-06-29",334.040009,497.569993,25.620001,FALSE
"2011-06-30",335.670006,506.379991,26,TRUE
"2011-07-01",343.260006,521.03003,26.02,TRUE
"2011-07-05",349.43,532.439995,26.030001,TRUE
"2011-07-06",351.759987,535.359985,26.33,TRUE
"2011-07-07",357.200005,546.600016,26.77,TRUE
"2011-07-08",359.709995,531.990006,26.92,TRUE
"2011-07-11",354.000011,527.279999,26.629999,FALSE
"2011-07-12",353.749992,534.010018,26.540001,FALSE
"2011-07-13",358.019997,538.260036,26.629999,TRUE
"2011-07-14",357.770004,528.94002,26.469999,FALSE
"2011-07-15",364.919994,597.61999,26.780001,TRUE
"2011-07-18",373.800011,594.939995,26.59,TRUE
"2011-07-19",376.849987,602.549992,27.540001,TRUE
"2011-07-20",386.89999,595.349985,27.059999,TRUE
"2011-07-21",387.290012,606.990005,27.1,TRUE
"2011-07-22",393.300003,618.229975,27.530001,TRUE
"2011-07-25",398.499989,618.980018,27.91,TRUE
"2011-07-26",403.410007,622.519992,28.08,TRUE
"2011-07-27",392.59,607.22,27.33,FALSE
"2011-07-28",391.819996,610.940031,27.719999,FALSE
"2011-07-29",390.479992,603.690025,27.4,FALSE
"2011-08-01",396.749989,606.770011,27.27,TRUE
"2011-08-02",388.909996,592.399996,26.799999,FALSE
"2011-08-03",392.57,601.170026,26.92,TRUE
"2011-08-04",377.369999,577.519993,25.940001,FALSE
"2011-08-05",373.620007,579.040017,25.68,FALSE
"2011-08-08",353.210007,546.02003,24.48,FALSE
"2011-08-09",374.010002,573.410032,25.58,TRUE
"2011-08-10",363.690006,549.010018,24.200001,FALSE
"2011-08-11",373.700008,562.130003,25.190001,TRUE
"2011-08-12",376.98999,563.770024,25.1,TRUE
"2011-08-15",383.410004,557.23,25.51,TRUE
"2011-08-16",380.480003,539.000018,25.35,FALSE
"2011-08-17",380.440002,533.149978,25.25,FALSE
"2011-08-18",366.050007,504.879997,24.67,FALSE
"2011-08-19",356.029991,490.920002,24.049999,FALSE
"2011-08-22",356.439987,498.170008,23.98,TRUE
"2011-08-23",373.600006,518.820023,24.719999,TRUE
"2011-08-24",376.180012,523.290036,24.9,TRUE
"2011-08-25",373.720009,520.039993,24.57,FALSE
"2011-08-26",383.579994,526.86001,25.25,TRUE
"2011-08-29",389.969994,539.080016,25.84,TRUE
"2011-08-30",389.989994,540.699977,26.23,TRUE
"2011-08-31",384.830009,540.960031,26.6,FALSE
"2011-09-01",381.030003,532.499994,26.209999,FALSE
"2011-09-02",374.050003,524.839998,25.799999,FALSE
"2011-09-06",379.740013,522.180002,25.51,TRUE
"2011-09-07",383.929989,534.030018,26,TRUE
"2011-09-08",384.140007,534.959995,26.219999,TRUE
"2011-09-09",377.479988,524.849998,25.74,FALSE
"2011-09-12",379.939991,530.119991,25.889999,TRUE
"2011-09-13",384.619991,529.520006,26.040001,TRUE
"2011-09-14",389.299992,532.070004,26.5,TRUE
"2011-09-15",392.959995,542.559992,26.99,TRUE
"2011-09-16",400.500008,546.680014,27.120001,TRUE
"2011-09-19",411.630009,546.670014,27.209999,TRUE
"2011-09-20",413.449997,546.630015,26.98,TRUE
"2011-09-21",412.140007,539.200013,25.99,FALSE
"2011-09-22",401.820011,520.659978,25.059999,FALSE
"2011-09-23",404.299988,525.509982,25.059999,TRUE
"2011-09-26",403.170002,531.890009,25.440001,FALSE
"2011-09-27",399.260006,539.34001,25.67,FALSE
"2011-09-28",397.009995,528.840022,25.58,FALSE
"2011-09-29",390.570007,527.499994,25.450001,FALSE
"2011-09-30",381.319996,515.039993,24.889999,FALSE
"2011-10-03",374.600002,495.520012,24.530001,FALSE
"2011-10-04",372.500008,501.900009,25.34,FALSE
"2011-10-05",378.249992,504.700001,25.889999,TRUE
"2011-10-06",377.369999,514.710001,26.34,FALSE
"2011-10-07",369.799999,515.119991,26.25,FALSE
"2011-10-10",388.809994,537.170002,26.940001,TRUE
"2011-10-11",400.289989,543.179977,27,TRUE
"2011-10-12",402.190006,548.499969,26.959999,TRUE
"2011-10-13",408.429989,558.990018,27.18,TRUE
"2011-10-14",421.999992,591.680013,27.27,TRUE
"2011-10-17",419.990013,582.409995,26.98,FALSE
"2011-10-18",422.239998,590.509981,27.309999,TRUE
"2011-10-19",398.619991,580.699976,27.129999,FALSE
"2011-10-20",395.310009,583.670026,27.040001,FALSE
"2011-10-21",392.870007,590.489981,27.16,FALSE
"2011-10-24",405.770008,596.420019,27.190001,TRUE
"2011-10-25",397.770012,583.159977,26.809999,FALSE
"2011-10-26",400.60001,586.310022,26.59,TRUE
"2011-10-27",404.69001,598.670026,27.25,TRUE
"2011-10-28",404.949989,600.13999,26.98,TRUE
"2011-10-31",404.779999,592.63999,26.629999,FALSE
"2011-11-01",396.51001,578.650026,25.99,FALSE
"2011-11-02",397.410004,584.819998,26.01,TRUE
"2011-11-03",403.07,597.499993,26.530001,TRUE
"2011-11-04",400.240002,596.140026,26.25,FALSE
"2011-11-07",399.730003,608.330034,26.799999,FALSE
"2011-11-08",406.229992,612.339997,27.16,TRUE
"2011-11-09",395.279995,600.950031,26.200001,FALSE
"2011-11-10",385.220005,595.079991,26.280001,FALSE
"2011-11-11",384.619991,608.350033,26.91,FALSE
"2011-11-14",379.260002,613.000042,26.76,FALSE
"2011-11-15",388.829994,616.560016,26.74,TRUE
"2011-11-16",384.770008,611.470018,26.07,FALSE
"2011-11-17",377.41,600.870033,25.540001,FALSE
"2011-11-18",374.94001,594.879996,25.299999,FALSE
"2011-11-21",369.009995,580.940031,25,FALSE
"2011-11-22",376.510006,579.999993,24.790001,TRUE
"2011-11-23",366.990002,570.109991,24.469999,FALSE
"2011-11-25",363.570004,562.999981,24.299999,FALSE
"2011-11-28",376.12001,588.190037,24.870001,TRUE
"2011-11-29",373.199997,582.930044,24.84,FALSE
"2011-11-30",382.199989,599.390008,25.58,TRUE
"2011-12-01",387.93,613.770023,25.280001,TRUE
"2011-12-02",389.700001,620.359984,25.219999,TRUE
"2011-12-05",393.01001,625.650038,25.700001,TRUE
"2011-12-06",390.949989,623.770023,25.66,FALSE
"2011-12-07",389.09,623.390032,25.6,FALSE
"2011-12-08",390.659996,616.050028,25.4,TRUE
"2011-12-09",393.62001,627.419995,25.700001,TRUE
"2011-12-12",391.839996,625.389983,25.51,FALSE
"2011-12-13",388.809994,625.630038,25.76,FALSE
"2011-12-14",380.19001,618.069979,25.59,FALSE
"2011-12-15",378.939995,619.540004,25.559999,FALSE
"2011-12-16",381.019989,625.96003,26,TRUE
"2011-12-19",382.210003,621.830009,25.530001,TRUE
"2011-12-20",395.949997,630.369984,26.030001,TRUE
"2011-12-21",396.450008,625.819973,25.76,TRUE
"2011-12-22",398.550003,629.7,25.809999,TRUE
"2011-12-23",403.330006,633.140038,26.030001,TRUE
"2011-12-27",406.529999,640.250047,26.040001,TRUE
"2011-12-28",402.640003,639.7,25.82,FALSE
"2011-12-29",405.120007,642.399995,26.02,TRUE
"2011-12-30",405.000004,645.900032,25.959999,FALSE
"2012-01-03",411.23,665.409982,26.77,TRUE
"2012-01-04",413.44001,668.279973,27.4,TRUE
"2012-01-05",418.029995,659.010017,27.68,TRUE
"2012-01-06",422.400002,650.019992,28.110001,TRUE
"2012-01-09",421.73,622.459994,27.74,FALSE
"2012-01-10",423.239994,623.139977,27.84,TRUE
